[PRODUZIDO] 2025-04-10 19:38:01 - [ID=1] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:39:55 - [ID=55] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:39:58 - [ID=56] Sedan Tradicional Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:01 - [ID=57] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:08 - [ID=58] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:40:08 - [ID=59] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:15 - [ID=60] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:40:21 - [ID=61] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:40:21 - [ID=62] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:29 - [ID=63] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:33 - [ID=64] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:40:36 - [ID=65] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:40:46 - [ID=66] Sedan Tradicional Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:51:20 - [ID=1] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:20 - [ID=2] Sedan Tradicional Verde | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:51:21 - [ID=3] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:51:23 - [ID=4] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:25 - [ID=5] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:26 - [ID=6] Sedan Tradicional Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:27 - [ID=7] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:29 - [ID=8] Sedan Tradicional Verde | Estação: 2 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:29 - [ID=9] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:31 - [ID=10] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:51:31 - [ID=11] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:35 - [ID=12] Sedan Tradicional Azul | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:35 - [ID=13] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:51:38 - [ID=14] Sedan Tradicional Verde | Estação: 2 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:40 - [ID=15] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:41 - [ID=16] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:42 - [ID=17] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:42 - [ID=18] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:44 - [ID=19] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:51:45 - [ID=20] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:46 - [ID=21] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:51:46 - [ID=22] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:51:49 - [ID=23] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:51:51 - [ID=24] Sedan Tradicional Azul | Estação: 2 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:51:52 - [ID=25] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:51:55 - [ID=26] Sedan Tradicional Verde | Estação: 2 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:55 - [ID=27] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:51:56 - [ID=28] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:00 - [ID=29] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:02 - [ID=30] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:03 - [ID=31] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:52:03 - [ID=32] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:04 - [ID=33] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:52:05 - [ID=34] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:05 - [ID=35] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:52:05 - [ID=36] Sedan Tradicional Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:09 - [ID=37] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:10 - [ID=38] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:52:11 - [ID=39] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:13 - [ID=40] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:15 - [ID=41] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:15 - [ID=42] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:16 - [ID=43] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:52:16 - [ID=44] Sedan Tradicional Verde | Estação: 2 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:52:17 - [ID=45] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:22 - [ID=46] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:23 - [ID=47] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:24 - [ID=48] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:52:26 - [ID=49] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:52:29 - [ID=50] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:52:30 - [ID=51] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:52:31 - [ID=52] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:34 - [ID=1] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:54:35 - [ID=2] Sedan Tradicional Verde | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:54:35 - [ID=3] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:38 - [ID=4] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:54:39 - [ID=5] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:54:39 - [ID=6] Sedan Tradicional Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:54:40 - [ID=7] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:45 - [ID=8] Sedan Tradicional Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:45 - [ID=9] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:54:46 - [ID=10] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:54:46 - [ID=11] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:54:50 - [ID=12] Sedan Tradicional Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:54:53 - [ID=13] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:54:54 - [ID=14] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:54:54 - [ID=15] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:58 - [ID=16] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:54:58 - [ID=17] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:55:00 - [ID=18] Sedan Tradicional Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:55:13 - [ID=19] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 19:55:13 - [ID=20] Sedan Tradicional Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:55:21 - [ID=21] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 19:55:27 - [ID=22] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:55:32 - [ID=23] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:55:41 - [ID=24] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:55:46 - [ID=25] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 19:56:00 - [ID=26] Sedan Tradicional Verde | Estação: 3 | Funcionário: 0
[PRODUZIDO] 2025-04-10 19:56:15 - [ID=27] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:56:24 - [ID=28] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:56:32 - [ID=29] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:56:45 - [ID=30] Sedan Tradicional Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:56:59 - [ID=31] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:07 - [ID=32] Sedan Tradicional Verde | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:16 - [ID=33] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:30 - [ID=34] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:42 - [ID=35] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:48 - [ID=36] Sedan Tradicional Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:57:55 - [ID=37] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:08 - [ID=38] Sedan Tradicional Verde | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:20 - [ID=39] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:28 - [ID=40] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:34 - [ID=41] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:45 - [ID=42] Sedan Tradicional Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 19:58:52 - [ID=43] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:02 - [ID=1] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:28:02 - [ID=2] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:28:03 - [ID=3] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:07 - [ID=4] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:28:10 - [ID=5] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:10 - [ID=6] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:11 - [ID=7] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:13 - [ID=8] Sedan Tradicional Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:28:14 - [ID=9] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:28:16 - [ID=10] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:18 - [ID=11] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:19 - [ID=12] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:22 - [ID=13] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:24 - [ID=14] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:28:27 - [ID=15] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:28:27 - [ID=16] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:27 - [ID=17] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:33 - [ID=18] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:33 - [ID=19] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:35 - [ID=20] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:28:37 - [ID=21] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:39 - [ID=22] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:40 - [ID=23] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:28:43 - [ID=24] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:44 - [ID=25] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:45 - [ID=26] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:46 - [ID=27] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:48 - [ID=28] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:28:50 - [ID=29] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:53 - [ID=30] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:53 - [ID=31] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:28:56 - [ID=32] Sedan Tradicional Verde | Estação: 1 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:28:58 - [ID=33] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:28:58 - [ID=34] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:01 - [ID=35] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:02 - [ID=36] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:02 - [ID=37] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:04 - [ID=38] Sedan Tradicional Verde | Estação: 1 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:05 - [ID=39] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:07 - [ID=40] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:08 - [ID=41] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:10 - [ID=42] Sedan Tradicional Azul | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:11 - [ID=43] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:13 - [ID=44] Sedan Tradicional Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:14 - [ID=45] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:14 - [ID=46] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:16 - [ID=47] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:17 - [ID=48] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:20 - [ID=49] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:23 - [ID=50] Sedan Tradicional Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:24 - [ID=51] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:25 - [ID=52] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:26 - [ID=53] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:29 - [ID=54] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:30 - [ID=55] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:32 - [ID=56] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:29:35 - [ID=57] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:35 - [ID=58] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:37 - [ID=59] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:40 - [ID=60] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:41 - [ID=61] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:42 - [ID=62] Sedan Tradicional Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:44 - [ID=63] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
